,case_number,type,country,area,location,species_,date,mes,fatal_(y/n)_limpio,sex,country_,year,age
3329,2002.08.17,Unprovoked,Unknown,,,Unspecified,17-Aug-2002,Aug,N,M,,1991.5833443275412,25.0
3330,2002.08.14,Unprovoked,Unknown,,,Unspecified,14-Aug-2002,Aug,N,M,,1991.5833443275412,25.0
3331,2002.08.11,Unprovoked,Unknown,,,Unspecified,11-Aug-2002,Aug,N,F,,1991.5833443275412,25.0
3332,2002.08.07,Unprovoked,Unknown,,,Unspecified,07-Aug-2002,Aug,N,F,,1991.5833443275412,25.0
3333,2002.08.06.R,Unprovoked,Unknown,,,Unspecified,Reported 06-Aug-2002,Aug,N,M,,1991.5833443275412,25.0
3334,2002.08.05,Unprovoked,Unknown,,,Unspecified,05-Aug-2002,Aug,N,M,,1991.5833443275412,25.0
3335,2002.07.26,Unprovoked,Unknown,,,Unspecified,26-Jul-2002,Jul,N,M,,1991.5833443275412,25.0
3336,2002.07.20,Unprovoked,Unknown,,,Unspecified,20-Jul-2002,Jul,N,F,,1991.5833443275412,25.0
3337,2002.07.10,Unprovoked,Unknown,,,Unspecified,10-Jul-2002,Jul,N,M,,1991.5833443275412,25.0
3338,2002.07.09.b,Unprovoked,Unknown,,,Unspecified,09-Jul-2002,Jul,Y,M,,1991.5833443275412,25.0
3339,2002.07.09.a,Unprovoked,Unknown,,,Unspecified,10-Jul-2002,Jul,N,M,,1991.5833443275412,25.0
3340,2002.07.04,Unprovoked,Unknown,,,Unspecified,04-Jul-2002,Jul,N,F,,1991.5833443275412,25.0
3341,2002.06.20.b,Unprovoked,Unknown,,,Unspecified,20-Jun-2002,Jun,N,F,,1991.5833443275412,25.0
3342,2002.06.20.a,Unprovoked,Unknown,,,Unspecified,20-Jun-2002,Jun,N,F,,1991.5833443275412,25.0
3343,2002.06.16,Unprovoked,Unknown,,,Unspecified,16-Jun-2002,Jun,Unknown,M,,1991.5833443275412,25.0
3344,2002.06.13.R2,Unprovoked,Unknown,,,Unspecified,Reported 13-Jun-2002,Jun,N,F,,1991.5833443275412,25.0
3345,2002.06.13.R1,Unprovoked,Unknown,,,Unspecified,Reported 13-Jun-2002,Jun,Y,F,,1991.5833443275412,25.0
3346,2002.06.11.b,Unprovoked,Unknown,,,Unspecified,11-Jun-2002,Jun,N,F,,1991.5833443275412,25.0
3347,2002.06.11.a,Unprovoked,Unknown,,,Unspecified,10-Jun-2002,Jun,N,M,,1991.5833443275412,25.0
3348,2002.06.09.b,Unprovoked,Unknown,,,Unspecified,09-Jun-2002,Jun,N,M,,1991.5833443275412,25.0
3349,2002.06.09.a,Unprovoked,Unknown,,,Unspecified,09-Jun-2002,Jun,N,M,,1991.5833443275412,25.0
3350,2002.06.03,Unprovoked,Unknown,,,Unspecified,03-Jun-2002,Jun,N,M,,1991.5833443275412,25.0
3351,2002.05.31.b,Unprovoked,Unknown,,,Unspecified,31-May-2002,May,N,F,,1991.5833443275412,25.0
3352,2002.05.31.a,Unprovoked,Unknown,,,Unspecified,31-May-2002,May,N,M,,1991.5833443275412,25.0
3353,2002.05.22.b,Unprovoked,Unknown,,,Unspecified,22-May-2002,May,N,F,,1991.5833443275412,25.0
3354,2002.05.22.a,Unprovoked,Unknown,,,Unspecified,22-May-2002,May,N,M,,1991.5833443275412,25.0
3355,2002.05.21.R,Unprovoked,Unknown,,,Unspecified,Reported 21-May-2002,May,N,M,,1991.5833443275412,25.0
3356,2002.05.21,Unprovoked,Unknown,,,Unspecified,21-May-2002,May,N,F,,1991.5833443275412,25.0
3357,2002.05.13,Unprovoked,Unknown,,,Unspecified,13-May-2002,May,N,M,,1991.5833443275412,25.0
3358,2002.05.10,Unprovoked,Unknown,,,Unspecified,10-May-2002,May,N,M,,1991.5833443275412,25.0
3359,2002.05.07,Unprovoked,Unknown,,,Unspecified,07-May-2002,May,N,F,,1991.5833443275412,25.0
3360,2002.04.30,Unprovoked,Unknown,,,Unspecified,30-Apr-2002,Apr,Y,M,,1991.5833443275412,25.0
3361,2002.04.21,Unprovoked,Unknown,,,Unspecified,21-Apr-2002,Apr,Unknown,M,,1991.5833443275412,25.0
3362,2002.04.20,Unprovoked,Unknown,,,Unspecified,20-Apr-2002,Apr,N,F,,1991.5833443275412,25.0
3363,2002.04.18,Unprovoked,Unknown,,,Unspecified,18-Apr-2002,Apr,N,F,,1991.5833443275412,25.0
3364,2002.04.12,Unprovoked,Unknown,,,Unspecified,12-Apr-2002,Apr,N,M,,1991.5833443275412,25.0
3365,2002.04.09,Unprovoked,Unknown,,,Unspecified,09-Apr-2002,Apr,N,M,,1991.5833443275412,25.0
3366,2002.04.02,Unprovoked,Unknown,,,Unspecified,02-Apr-2002,Apr,N,M,,1991.5833443275412,25.0
3367,2002.04.01,Unprovoked,Unknown,,,Unspecified,01-Apr-2002,Apr,N,F,,1991.5833443275412,25.0
3368,2002.03.25.b,Unprovoked,Unknown,,,Unspecified,25-Mar-2002,Mar,N,M,,1991.5833443275412,25.0
3369,2002.03.25.a,Unprovoked,Unknown,,,Unspecified,25-Mar-2002,Mar,N,F,,1991.5833443275412,25.0
3370,2002.03.24,Unprovoked,Unknown,,,Unspecified,24-Mar-2002,Mar,Y,M,,1991.5833443275412,25.0
3371,2002.03.19,Unprovoked,Unknown,,,Unspecified,19-Mar-2002,Mar,N,F,,1991.5833443275412,25.0
3372,2002.03.15.b,Unprovoked,Unknown,,,Unspecified,15-Mar-2002,Mar,N,M,,1991.5833443275412,25.0
3373,2002.03.15.a,Unprovoked,Unknown,,,Unspecified,15-Mar-2002,Mar,N,M,,1991.5833443275412,25.0
3374,2002.03.03,Unprovoked,Unknown,,,Unspecified,03-Mar-2002,Mar,Unknown,M,,1991.5833443275412,25.0
3375,2002.02.23,Unprovoked,Unknown,,,Unspecified,23-Feb-2002,Feb,Y,F,,1991.5833443275412,25.0
3376,2002.02.16,Unprovoked,Unknown,,,Unspecified,16-Feb-2002,Feb,N,F,,1991.5833443275412,25.0
3377,2002.02.11,Unprovoked,Unknown,,,Unspecified,11-Feb-2002,Feb,Y,F,,1991.5833443275412,25.0
3378,2002.02.07,Unprovoked,Unknown,,,Unspecified,07-Feb-2002,Feb,N,M,,1991.5833443275412,25.0
3379,2002.01.30.b,Unprovoked,Unknown,,,Unspecified,30-Jan-2002,Jan,N,F,,1991.5833443275412,25.0
3380,2002.01.30.a,Unprovoked,Unknown,,,Unspecified,30-Jan-2002,Jan,N,M,,1991.5833443275412,25.0
3381,2002.01.04,Unprovoked,Unknown,,,Unspecified,04-Jan-2002,Jan,N,F,,1991.5833443275412,25.0
3382,2002.01.03,Unprovoked,Unknown,,,Unspecified,03-Jan-2002,Jan,Y,F,,1991.5833443275412,25.0
3383,2002.01.01.b,Unprovoked,Unknown,,,Unspecified,01-Jan-2002,Jan,N,F,,1991.5833443275412,25.0
3384,2002.01.01.a,Unprovoked,Unknown,,,Unspecified,01-Jan-2002,Jan,N,M,,1991.5833443275412,25.0
3385,2001.12.21,Unprovoked,Unknown,,,Unspecified,21-Dec-2001,Dec,N,F,,1991.5833443275412,25.0
3386,2001.11.23,Unprovoked,Unknown,,,Unspecified,23-Nov-2001,Nov,N,F,,1991.5833443275412,25.0
3387,2001.11.14,Unprovoked,Unknown,,,Unspecified,14-Nov-2001,Nov,N,M,,1991.5833443275412,25.0
3388,2001.11.07,Unprovoked,Unknown,,,Unspecified,07-Nov-2001,Nov,Unknown,F,,1991.5833443275412,25.0
3389,2001.10.07,Unprovoked,Unknown,,,Unspecified,07-Oct-2001,Oct,N,F,,1991.5833443275412,25.0
3390,2001.10.02,Unprovoked,Unknown,,,Unspecified,02-Oct-2001,Oct,N,F,,1991.5833443275412,25.0
3391,2001.09.30.b,Unprovoked,Unknown,,,Unspecified,30-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3392,2001.09.30.a,Unprovoked,Unknown,,,Unspecified,30-Sep-2001,Sep,N,F,,1991.5833443275412,25.0
3393,2001.09.24,Unprovoked,Unknown,,,Unspecified,24-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3394,2001.09.18,Unprovoked,Unknown,,,Unspecified,18-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3395,2001.09.16,Unprovoked,Unknown,,,Unspecified,16-Sep-2001,Sep,Y,M,,1991.5833443275412,25.0
3396,2001.09.15.b,Unprovoked,Unknown,,,Unspecified,15-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3397,2001.09.15.a,Unprovoked,Unknown,,,Unspecified,15-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3398,2001.09.13,Unprovoked,Unknown,,,Unspecified,13-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3399,2001.09.08,Unprovoked,Unknown,,,Unspecified,08-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3400,2001.09.07.b,Unprovoked,Unknown,,,Unspecified,07-Sep-2001,Sep,N,F,,1991.5833443275412,25.0
3401,2001.09.07.a,Unprovoked,Unknown,,,Unspecified,07-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3402,2001.09.03.b,Unprovoked,Unknown,,,Unspecified,03-Sep-2001,Sep,Y,M,,1991.5833443275412,25.0
3403,2001.09.03.a,Unprovoked,Unknown,,,Unspecified,03-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3404,2001.09.02,Unprovoked,Unknown,,,Unspecified,02-Sep-2001,Sep,N,M,,1991.5833443275412,25.0
3405,2001.09.01,Unprovoked,Unknown,,,Unspecified,01-Sep-2001,Sep,Y,F,,1991.5833443275412,25.0
3406,2001.08.31,Unprovoked,Unknown,,,Unspecified,31-Aug-2001,Aug,N,M,,1991.5833443275412,25.0
3407,2001.08.29,Unprovoked,Unknown,,,Unspecified,29-Aug-2001,Aug,N,M,,1991.5833443275412,25.0
3408,2001.08.27,Unprovoked,Unknown,,,Unspecified,27-Aug-2001,Aug,N,M,,1991.5833443275412,25.0
3409,2001.08.26,Unprovoked,Unknown,,,Unspecified,26-Aug-2001,Aug,N,M,,1991.5833443275412,25.0
3410,2001.08.25,Unprovoked,Unknown,,,Unspecified,25-Aug-2001,Aug,N,F,,1991.5833443275412,25.0
3411,2001.08.22,Unprovoked,Unknown,,,Unspecified,22-Aug-2001,Aug,N,M,,1991.5833443275412,25.0
3412,2001.08.21,Unprovoked,Unknown,,,Unspecified,21-Aug-2001,Aug,N,F,,1991.5833443275412,25.0
3413,2001.08.19.c,Unprovoked,Unknown,,,Unspecified,19-Aug-2001,Aug,N,M,,1991.5833443275412,25.0
3414,2001.08.19.b,Unprovoked,Unknown,,,Unspecified,19-Aug-2001,Aug,N,F,,1991.5833443275412,25.0
3415,2001.08.19.a,Unprovoked,Unknown,,,Unspecified,19-Aug-2001,Aug,N,F,,1991.5833443275412,25.0
3416,2001.08.18.c,Unprovoked,Unknown,,,Unspecified,18-Aug-2001,Aug,N,M,,1991.5833443275412,25.0
3417,2001.08.18.b,Unprovoked,Unknown,,,Unspecified,18-Aug-2001,Aug,N,F,,1991.5833443275412,25.0
3418,2001.08.18.a,Unprovoked,Unknown,,,Unspecified,18-Aug-2001,Aug,N,F,,1991.5833443275412,25.0
3419,2001.08.16,Unprovoked,Unknown,,,Unspecified,16-Aug-2001,Aug,N,M,,1991.5833443275412,25.0
3420,2001.08.12,Unprovoked,Unknown,,,Unspecified,12-Aug-2001,Aug,N,M,,1991.5833443275412,25.0
3421,2001.08.05,Unprovoked,Unknown,,,Unspecified,05-Aug-2001,Aug,N,F,,1991.5833443275412,25.0
3422,2001.08.04,Unprovoked,Unknown,,,Unspecified,04-Aug-2001,Aug,N,F,,1991.5833443275412,25.0
3423,2001.08.03,Unprovoked,Unknown,,,Unspecified,03-Aug-2001,Aug,N,F,,1991.5833443275412,25.0
3424,2001.07.26,Unprovoked,Unknown,,,Unspecified,26-Jul-2001,Jul,N,F,,1991.5833443275412,25.0
3425,2001.07.25,Unprovoked,Unknown,,,Unspecified,25-Jul-2001,Jul,N,M,,1991.5833443275412,25.0
3426,2001.07.24,Unprovoked,Unknown,,,Unspecified,24-Jul-2001,Jul,N,F,,1991.5833443275412,25.0
3427,2001.07.21,Unprovoked,Unknown,,,Unspecified,21-Jul-2001,Jul,N,F,,1991.5833443275412,25.0
3428,2001.07.15.b,Unprovoked,Unknown,,,Unspecified,15-Jul-2001,Jul,N,M,,1991.5833443275412,25.0
3429,2001.07.15.a,Unprovoked,Unknown,,,Unspecified,15-Jul-2001,Jul,N,F,,1991.5833443275412,25.0
3430,2001.07.06.b,Unprovoked,Unknown,,,Unspecified,06-Jul-2001,Jul,N,M,,1991.5833443275412,25.0
3431,2001.07.06.a,Unprovoked,Unknown,,,Unspecified,06-Jul-2001,Jul,N,M,,1991.5833443275412,25.0
3432,2001.07.03,Unprovoked,Unknown,,,Unspecified,03-Jul-2001,Jul,N,F,,1991.5833443275412,25.0
3433,2001.07.00,Unprovoked,Unknown,,,Unspecified,Jul-2001,,N,M,,1991.5833443275412,25.0
3434,2001.06.12,Unprovoked,Unknown,,,Unspecified,12-Jun-2001,Jun,N,M,,1991.5833443275412,25.0
3435,2001.06.10,Unprovoked,Unknown,,,Unspecified,10-Jun-2001,Jun,N,M,,1991.5833443275412,25.0
3436,2001.06.09,Unprovoked,Unknown,,,Unspecified,09-Jun-2001,Jun,Unknown,F,,1991.5833443275412,25.0
3437,2001.06.03,Unprovoked,Unknown,,,Unspecified,03-Jun-2001,Jun,N,M,,1991.5833443275412,25.0
3438,2001.05.29,Unprovoked,Unknown,,,Unspecified,29-May-2001,May,N,F,,1991.5833443275412,25.0
3439,2001.05.23 ,Unprovoked,Unknown,,,Unspecified,23-May-2001,May,N,F,,1991.5833443275412,25.0
3440,2001.05.20,Unprovoked,Unknown,,,Unspecified,20-May-2001,May,N,F,,1991.5833443275412,25.0
3441,2001.05.18,Unprovoked,Unknown,,,Unspecified,18-May-2001,May,N,F,,1991.5833443275412,25.0
3442,2001.05.11,Unprovoked,Unknown,,,Unspecified,11-May-2001,May,Unknown,F,,1991.5833443275412,25.0
3443,2001.05.08,Unprovoked,Unknown,,,Unspecified,08-May-2001,May,N,F,,1991.5833443275412,25.0
3444,2001.05.04,Unprovoked,Unknown,,,Unspecified,04-May-2001,May,N,F,,1991.5833443275412,25.0
3445,2001.05.03,Unprovoked,Unknown,,,Unspecified,03-May-2001,May,N,M,,1991.5833443275412,25.0
3446,2001.05.00,Unprovoked,Unknown,,,Unspecified,May-2001,,Y,M,,1991.5833443275412,25.0
3447,2001.04.28,Unprovoked,Unknown,,,Unspecified,28-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3448,2001.04.13.b,Unprovoked,Unknown,,,Unspecified,13-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3449,2001.04.13.a,Unprovoked,Unknown,,,Unspecified,13-Apr-2001,Apr,N,M,,1991.5833443275412,25.0
3450,2001.04.12.e,Unprovoked,Unknown,,,Unspecified,12-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3451,2001.04.12.d,Unprovoked,Unknown,,,Unspecified,12-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3452,2001.04.12.c,Unprovoked,Unknown,,,Unspecified,12-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3453,2001.04.12.b,Unprovoked,Unknown,,,Unspecified,12-Apr-2001,Apr,N,M,,1991.5833443275412,25.0
3454,2001.04.12.a,Unprovoked,Unknown,,,Unspecified,12-Apr-2001,Apr,N,M,,1991.5833443275412,25.0
3455,2001.04.11.d,Unprovoked,Unknown,,,Unspecified,11-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3456,2001.04.11.c,Unprovoked,Unknown,,,Unspecified,11-Apr-2001,Apr,N,M,,1991.5833443275412,25.0
3457,2001.04.11.a,Unprovoked,Unknown,,,Unspecified,11-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3458,2001.04.10,Unprovoked,Unknown,,,Unspecified,10-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3459,2001.04.08.b,Unprovoked,Unknown,,,Unspecified,08-Apr-2001,Apr,N,M,,1991.5833443275412,25.0
3460,2001.04.08.a,Unprovoked,Unknown,,,Unspecified,08-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3461,2001.04.05,Unprovoked,Unknown,,,Unspecified,05-Apr-2001,Apr,N,F,,1991.5833443275412,25.0
3462,2001.04.02.b,Unprovoked,Unknown,,,Unspecified,02-Ap-2001,Ap,N,F,,1991.5833443275412,25.0
3463,2001.04.02.a,Unprovoked,Unknown,,,Unspecified,02-Apr-2001,Apr,N,M,,1991.5833443275412,25.0
3464,2001.03.23,Unprovoked,Unknown,,,Unspecified,23-Mar-2001,Mar,N,F,,1991.5833443275412,25.0
3465,2001.03.09,Unprovoked,Unknown,,,Unspecified,09-Mar-2001,Mar,N,M,,1991.5833443275412,25.0
3466,2001.03.08,Unprovoked,Unknown,,,Unspecified,08-Mar-2001,Mar,Unknown,F,,1991.5833443275412,25.0
3467,2001.03.03,Unprovoked,Unknown,,,Unspecified,03-Mar-2001,Mar,Y,F,,1991.5833443275412,25.0
3468,2001.03.00,Unprovoked,Unknown,,,Unspecified,Mar-2001,,Y,M,,1991.5833443275412,25.0
3469,2001.02.26,Unprovoked,Unknown,,,Unspecified,26-Feb-2001,Feb,N,M,,1991.5833443275412,25.0
3470,2001.02.11,Unprovoked,Unknown,,,Unspecified,11-Feb-2001,Feb,Unknown,M,,1991.5833443275412,25.0
3471,2001.02.04,Unprovoked,Unknown,,,Unspecified,04-Feb-2001,Feb,N,M,,1991.5833443275412,25.0
3472,2001.01.24.R,Unprovoked,Unknown,,,Unspecified,Reported  24-Jan-2001,Jan,N,M,,1991.5833443275412,25.0
3473,2001.01.24,Unprovoked,Unknown,,,Unspecified,24-Jan-2001,Jan,N,F,,1991.5833443275412,25.0
3474,2001.01.21 ,Unprovoked,Unknown,,,Unspecified,21-Jan-2001,Jan,N,M,,1991.5833443275412,25.0
3475,2001.01.09,Unprovoked,Unknown,,,Unspecified,09-Jan-2001,Jan,N,M,,1991.5833443275412,25.0
3476,2001.01.06,Unprovoked,Unknown,,,Unspecified,06-Jan-2001,Jan,N,M,,1991.5833443275412,25.0
3477,2000.12.24,Unprovoked,Unknown,,,Unspecified,24-Dec-2000,Dec,N,M,,1991.5833443275412,25.0
3478,2000.12.12,Unprovoked,Unknown,,,Unspecified,12-Dec-2000,Dec,Y,F,,1991.5833443275412,25.0
3479,2000.12.11,Unprovoked,Unknown,,,Unspecified,11-Dec-2000,Dec,N,F,,1991.5833443275412,25.0
3480,2000.12.05,Unprovoked,Unknown,,,Unspecified,05-Dec-2000,Dec,N,F,,1991.5833443275412,25.0
3481,2000.12.03,Unprovoked,Unknown,,,Unspecified,03-Dec-2000,Dec,N,M,,1991.5833443275412,25.0
3482,2000.12.00,Unprovoked,Unknown,,,Unspecified,Dec-2000,,Y,M,,1991.5833443275412,25.0
3483,2000.11.21,Unprovoked,Unknown,,,Unspecified,21-Nov-2000,Nov,N,F,,1991.5833443275412,25.0
3484,2000.11.20,Unprovoked,Unknown,,,Unspecified,20-Nov-2000,Nov,Unknown,M,,1991.5833443275412,25.0
3485,2000.11.18,Unprovoked,Unknown,,,Unspecified,17-Nov-2000,Nov,N,F,,1991.5833443275412,25.0
3486,2000.11.10,Unprovoked,Unknown,,,Unspecified,10-Nov-2000,Nov,Unknown,M,,1991.5833443275412,25.0
3487,2000.11.06.b,Unprovoked,Unknown,,,Unspecified,06-Nov-2000,Nov,N,M,,1991.5833443275412,25.0
3488,2000.11.06.a,Unprovoked,Unknown,,,Unspecified,06-Nov-2000,Nov,Y,F,,1991.5833443275412,25.0
3489,2000.11.04,Unprovoked,Unknown,,,Unspecified,04-Nov-2000,Nov,N,F,,1991.5833443275412,25.0
3490,2000.10.29,Unprovoked,Unknown,,,Unspecified,29-Oct-2000,Oct,N,M,,1991.5833443275412,25.0
3491,2000.10.20,Unprovoked,Unknown,,,Unspecified,20-Oct-2000,Oct,N,M,,1991.5833443275412,25.0
3492,2000.10.18,Unprovoked,Unknown,,,Unspecified,18-Oct-2000,Oct,N,M,,1991.5833443275412,25.0
3493,2000.10.14,Unprovoked,Unknown,,,Unspecified,14-Oct-2000,Oct,N,F,,1991.5833443275412,25.0
3494,2000.10.09,Unprovoked,Unknown,,,Unspecified,09-Oct-2000,Oct,N,M,,1991.5833443275412,25.0
3495,2000.10.06.b,Unprovoked,Unknown,,,Unspecified,06-Oct-2000,Oct,N,F,,1991.5833443275412,25.0
3496,2000.10.06.a,Unprovoked,Unknown,,,Unspecified,06-Oct-2000,Oct,N,F,,1991.5833443275412,25.0
3497,2000.10.02,Unprovoked,Unknown,,,Unspecified,02-Oct-2000,Oct,N,F,,1991.5833443275412,25.0
3498,2000.09.29,Unprovoked,Unknown,,,Unspecified,29-Sep-2000,Sep,N,M,,1991.5833443275412,25.0
3499,2000.09.25,Unprovoked,Unknown,,,Unspecified,25-Sep-2000,Sep,Y,M,,1991.5833443275412,25.0
3500,2000.09.24,Unprovoked,Unknown,,,Unspecified,24-Sep-2000,Sep,Y,F,,1991.5833443275412,25.0
3501,2000.09.18,Unprovoked,Unknown,,,Unspecified,19-Sep-2000,Sep,N,F,,1991.5833443275412,25.0
3502,2000.09.16.b,Unprovoked,Unknown,,,Unspecified,16-Sep-2000,Sep,Y,M,,1991.5833443275412,25.0
3503,2000.09.16.a,Unprovoked,Unknown,,,Unspecified,16-Sep-2000,Sep,N,M,,1991.5833443275412,25.0
3504,2000.09.15,Unprovoked,Unknown,,,Unspecified,15-Sep-2000,Sep,N,F,,1991.5833443275412,25.0
3505,2000.09.12,Unprovoked,Unknown,,,Unspecified,12-Sep-2000,Sep,N,F,,1991.5833443275412,25.0
3506,2000.09.11,Unprovoked,Unknown,,,Unspecified,11-Sep-2000,Sep,N,M,,1991.5833443275412,25.0
3507,2000.09.10.b,Unprovoked,Unknown,,,Unspecified,10-Sep-2000,Sep,N,M,,1991.5833443275412,25.0
3508,2000.09.10.a,Unprovoked,Unknown,,,Unspecified,10-Sep-2000,Sep,N,F,,1991.5833443275412,25.0
3509,2000.09.08.c,Unprovoked,Unknown,,,Unspecified,08-Sep-2000,Sep,Y,M,,1991.5833443275412,25.0
3510,2000.09.08.b,Unprovoked,Unknown,,,Unspecified,08-Sep-2000,Sep,N,F,,1991.5833443275412,25.0
3511,2000.09.08.a,Unprovoked,Unknown,,,Unspecified,08-Sep-2000,Sep,N,M,,1991.5833443275412,25.0
3512,2000.09.00.b,Unprovoked,Unknown,,,Unspecified,Early Sep-2000,,Y,F,,1991.5833443275412,25.0
3513,2000.08.31,Unprovoked,Unknown,,,Unspecified,31-Aug-2000,Aug,N,M,,1991.5833443275412,25.0
3514,2000.08.30,Unprovoked,Unknown,,,Unspecified,30-Aug-2000,Aug,Y,F,,1991.5833443275412,25.0
3515,2000.08.27.R,Unprovoked,Unknown,,,Unspecified,Reported 27-Aug-2000,Aug,N,M,,1991.5833443275412,25.0
3516,2000.08.21,Unprovoked,Unknown,,,Unspecified,21-Aug-2000,Aug,N,M,,1991.5833443275412,25.0
3517,2000.08.15,Unprovoked,Unknown,,,Unspecified,15-Aug-2000,Aug,N,F,,1991.5833443275412,25.0
3518,2000.08.13,Unprovoked,Unknown,,,Unspecified,13-Aug-2000,Aug,N,F,,1991.5833443275412,25.0
3519,2000.08.12,Unprovoked,Unknown,,,Unspecified,12-Aug-2000,Aug,N,F,,1991.5833443275412,25.0
3520,2000.08.11,Unprovoked,Unknown,,,Unspecified,11-Aug-2000,Aug,Unknown,M,,1991.5833443275412,25.0
3521,2000.08.10,Unprovoked,Unknown,,,Unspecified,10-Aug-2000,Aug,Unknown,F,,1991.5833443275412,25.0
3522,2000.08.00,Unprovoked,Unknown,,,Unspecified,Aug-2000,,Y,M,,1991.5833443275412,25.0
3523,2000.07.25,Unprovoked,Unknown,,,Unspecified,25-Jul-2000,Jul,N,M,,1991.5833443275412,25.0
3524,2000.07.22,Unprovoked,Unknown,,,Unspecified,22-Jul-2000,Jul,N,F,,1991.5833443275412,25.0
3525,2000.07.17,Unprovoked,Unknown,,,Unspecified,17-Jul-2000,Jul,N,M,,1991.5833443275412,25.0
3526,2000.07.16.b,Unprovoked,Unknown,,,Unspecified,16-Jul-2000,Jul,N,F,,1991.5833443275412,25.0
3527,2000.07.16.a,Unprovoked,Unknown,,,Unspecified,16-Jul-2000,Jul,N,F,,1991.5833443275412,25.0
3528,2000.07.15.b,Unprovoked,Unknown,,,Unspecified,15-Jul-2000,Jul,N,F,,1991.5833443275412,25.0
3529,2000.07.15.a,Unprovoked,Unknown,,,Unspecified,15-Jul-2000,Jul,N,F,,1991.5833443275412,25.0
3530,2000.07.12,Unprovoked,Unknown,,,Unspecified,12-Jul-2000,Jul,N,F,,1991.5833443275412,25.0
3531,2000.07.10,Unprovoked,Unknown,,,Unspecified,10-Jul-2000,Jul,N,M,,1991.5833443275412,25.0
3532,2000.07.09,Unprovoked,Unknown,,,Unspecified,09-Jul-2000,Jul,N,M,,1991.5833443275412,25.0
3533,2000.07.07,Unprovoked,Unknown,,,Unspecified,07-Jul-2000,Jul,N,F,,1991.5833443275412,25.0
3534,2000.07.06,Unprovoked,Unknown,,,Unspecified,06-Jul-2000,Jul,N,M,,1991.5833443275412,25.0
3535,2000.07.04.b,Unprovoked,Unknown,,,Unspecified,04-Jul-2000,Jul,N,F,,1991.5833443275412,25.0
3536,2000.07.04.a,Unprovoked,Unknown,,,Unspecified,04-Jul-2000,Jul,N,M,,1991.5833443275412,25.0
3537,2000.07.02.b,Unprovoked,Unknown,,,Unspecified,02-Jul-2000,Jul,N,M,,1991.5833443275412,25.0
3538,2000.07.02.a,Unprovoked,Unknown,,,Unspecified,02-Jul-2000,Jul,N,F,,1991.5833443275412,25.0
3539,2000.07.00,Unprovoked,Unknown,,,Unspecified,Jul-2000,,Y,F,,1991.5833443275412,25.0
3540,2000.06.30,Unprovoked,Unknown,,,Unspecified,30-Jun-2000,Jun,Y,M,,1991.5833443275412,25.0
3541,2000.06.29,Unprovoked,Unknown,,,Unspecified,29-Jun-2000,Jun,N,M,,1991.5833443275412,25.0
3542,2000.06.19,Unprovoked,Unknown,,,Unspecified,19-Jun-2000,Jun,N,M,,1991.5833443275412,25.0
3543,2000.06.13,Unprovoked,Unknown,,,Unspecified,13-Jun-2000,Jun,N,M,,1991.5833443275412,25.0
3544,2000.06.10,Unprovoked,Unknown,,,Unspecified,10-Jun-2000,Jun,N,F,,1991.5833443275412,25.0
3545,2000.06.09.b,Unprovoked,Unknown,,,Unspecified,09-Jun-2000,Jun,N,F,,1991.5833443275412,25.0
3546,2000.06.09.a,Unprovoked,Unknown,,,Unspecified,09-Jun-2000,Jun,N,M,,1991.5833443275412,25.0
3547,2000.06.02,Unprovoked,Unknown,,,Unspecified,02-Jun-2000,Jun,N,F,,1991.5833443275412,25.0
3548,2000.06.00,Unprovoked,Unknown,,,Unspecified,Early Jun-2000,,Y,M,,1991.5833443275412,25.0
3549,2000.05.13,Unprovoked,Unknown,,,Unspecified,13-May-2000,May,Y,F,,1991.5833443275412,25.0
3550,2000.05.09,Unprovoked,Unknown,,,Unspecified,09-May-2000,May,Unknown,F,,1991.5833443275412,25.0
3551,2000.05.07.b,Unprovoked,Unknown,,,Unspecified,07-May-2000,May,N,M,,1991.5833443275412,25.0
3552,2000.05.07.a,Unprovoked,Unknown,,,Unspecified,07-May-2000,May,Y,F,,1991.5833443275412,25.0
3553,2000.04.14,Unprovoked,Unknown,,,Unspecified,14-Apr-2000,Apr,N,F,,1991.5833443275412,25.0
3554,2000.04.09,Unprovoked,Unknown,,,Unspecified,09-Apr-2000,Apr,N,M,,1991.5833443275412,25.0
